------------------------支付宝（中国）网络技术有限公司  电子客户回单------------------------,,,,,,,,,,,,
交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注,
2025-06-17 19:27:23,日用百货,r***8,159******46,赛百味黑胡椒厚切牛排三件套+特价[火],支出,25.00,工商银行储蓄卡(6164),交易成功,"2025061722001186441408874733	","T200P2615934649607420489	",,
2025-06-17 19:23:07,日用百货,c***8,ezi***@gmail.com,6英寸赛百味火鸡胸三明治一个，限时免费送一份蛋料,支出,12.00,账户余额(个人余额),交易成功,"2025061722001186441407006276	","T200P2615254428764420489	",,
2025-06-16 15:55:57,其他,Riven Cloud,ext***@stripe.com,RIVEN #97864,支出,289.00,工商银行储蓄卡(6164),交易成功,"2025061622001386441459144685	","src_1RaXtIBWpbqhxBTMx9Eks6gz	",,
2025-06-15 23:19:39,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-人民广场-2025-06-15 20:38:22-莘庄-2025-06-15 21:19:36,支出,4.00,工商银行储蓄卡(6164),交易成功,"2025061522001486441459429318	","25061523193990400027	",,
2025-06-15 20:28:45,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-莘庄-2025-06-15 17:50:15-人民广场-2025-06-15 18:28:42,支出,4.00,工商银行储蓄卡(6164),交易成功,"2025061522001486441459508920	","25061520284590400063	",,
2025-06-14 23:57:15,餐饮美食,美团,zxp***@meituan.com,美团订单-曹操惠选,支出,15.59,工商银行储蓄卡(6164),交易成功,"2025061422001486441454060020	","20250614235709U66037124670193446	",,
2025-06-14 23:40:21,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-南京西路-2025-06-14 20:45:13-莘庄-2025-06-14 21:40:18,支出,4.00,工商银行储蓄卡(6164),交易成功,"2025061422001486441453874939	","25061423402190400042	",,
2025-06-14 21:42:02,餐饮美食,美团,zxp***@meituan.com,美团订单-享道经济型,支出,23.33,工商银行储蓄卡(6164),交易成功,"2025061422001486441454295446	","20250614214153U25869509960373700	",,
2025-06-14 17:08:37,餐饮美食,美团,zxp***@meituan.com,美团订单-T3特惠,支出,13.12,工商银行储蓄卡(6164),交易成功,"2025061422001486441449070926	","20250614170832U37937927865363069	",,
2025-06-14 16:11:32,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-九亭-2025-06-14 14:11:19-陆家浜路-2025-06-14 14:11:28,支出,5.00,工商银行储蓄卡(6164),交易成功,"2025061422001486441449598788	","25061416113190400018	",,
2025-06-14 14:13:19,餐饮美食,美团,zxp***@meituan.com,美团订单-曹操惠选,支出,14.85,工商银行储蓄卡(6164),交易成功,"2025061422001486441449227665	","20250614141310U96632472126453292	",,
2025-06-13 22:16:48,退款,隔***女,127***@qq.com,退款-【官方正版】阿柴记账永久会元自动发货兑换码充值自己账号「图二,不计收支,18.91,账户余额(个人余额),退款成功,"2025061322001186441449674914_2609037084246420489	","T200P2609037084246420489	",,
2025-06-13 21:02:36,日用百货,h***9,tzg***@163.com,阿柴记账会员VIP版存钱罐自动记账解锁会员,支出,0.70,账户余额(个人余额),交易成功,"2025061322001186441449740627	","T200P2608686447348420489	",,
2025-06-13 20:52:05,日用百货,隔***女,127***@qq.com,【官方正版】阿柴记账永久会元自动发货兑换码充值自己账号「图二,支出,18.91,账户余额(个人余额),交易关闭,"2025061322001186441449674914	","T200P2609037084246420489	",,
2025-06-13 20:49:00,日用百货,t***7,187******30,全新日本松下精装cr2电池，,支出,16.00,账户余额(个人余额),交易成功,"2025061322001186441446105799	","T200P2609699125800420489	",,
2025-06-11 22:55:57,日用百货,x***5,180******61,鲨鱼记账Pro ios ipad 包更新24小时自动发货,支出,0.40,账户余额(个人余额),交易成功,"2025061122001186441439706476	","T200P2606055168437420489	",,
2025-06-11 22:52:23,日用百货,x***6,153******81,【新店特惠】鲨鱼记账pro正版 永久 IOS 苹果版 pro,支出,0.10,账户余额(个人余额),交易成功,"2025061122001186441436768473	","T200P2606158922283420489	",,
2025-06-11 21:41:10,退款,t***7,181******28,退款-LADYGAGA大阪演唱会SS席5张整单出,不计收支,7998.99,工商银行储蓄卡(6164)&优惠,退款成功,"2025061122001186441436645239_2606597833861420489	","T200P2606597833861420489	",,
2025-06-11 21:10:22,日用百货,t***7,181******28,LADYGAGA大阪演唱会SS席5张整单出,支出,7998.99,工商银行储蓄卡(6164)&工商银行立减,交易关闭,"2025061122001186441436645239	","T200P2606597833861420489	",,
2025-06-10 16:36:28,餐饮美食,美团,zxp***@meituan.com,美团订单-曹操惠选,支出,14.14,工商银行储蓄卡(6164),交易成功,"2025061022001486441430419334	","20250610163622U61475837666193470	",,
2025-06-09 17:08:03,文化休闲,上海魅形健身管理有限公司,138***@163.com,基础器械+高级器械 扣款,支出,300.00,工商银行储蓄卡(6164),交易成功,"2025060922001486441425002021	","1000100202506090849062900445	",,
2025-06-09 14:07:24,餐饮美食,阿明与阿治·现烤三明治（九亭店）,/,美团收银909700201069759950,支出,25.00,工商银行储蓄卡(6164),交易成功,"2025060922001486441419542952	","0020180330024764010461368605856729818707606	",,
2025-06-09 12:46:15,充值缴费,上海城投水务(集团)有限公司,/,水费自动缴费-绿洲长香岛*-根据每期出账后自动缴费,支出,109.30,工商银行储蓄卡(6164),交易成功,"2025060900003001440047597044	","2377208043	",,
2025-06-08 13:05:30,充值缴费,国网上海市电力公司(缴费),/,5月电费自动缴费-*成-我家-根据每期出账后自动缴费,支出,171.30,工商银行储蓄卡(6164),交易成功,"2025060800003001440047479833	","3100062317012	",,
2025-06-07 12:36:48,日用百货,奥乐齐商业（上海）有限公司,/,奥乐齐商业（上海）,支出,102.19,工商银行储蓄卡(6164),交易成功,"2025060722001486441414593862	","052017052507338883ZP3101244809096380607	",,
2025-06-06 22:05:20,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-耀华路-2025-06-06 19:26:55-七莘路-2025-06-06 20:05:17,支出,5.00,工商银行储蓄卡(6164),交易成功,"2025060622001486441410770425	","25060622052060100081	",,
2025-06-06 15:44:06,交通出行,上海公共交通卡股份有限公司,zfb***@sptcc.com,上海地铁-七莘路-2025-06-06 12:58:03-耀华路-2025-06-06 13:44:03,支出,5.00,工商银行储蓄卡(6164),交易成功,"2025060622001486441410952191	","25060615440660200081	",,
2025-06-06 12:20:40,日用百货,x***0,178******40,（秒回?全网最低价）在线赛百味代下单[超便宜],支出,23.80,账户余额(个人余额),交易成功,"2025060622001186441410449577	","T200P2597793135494420489	",,
2025-06-05 12:20:03,文化休闲,淘票**票,dyz***@service.alibaba.com,《巴拉内3号街区》上海和平影都电影票,支出,140.00,工商银行储蓄卡(6164),交易成功,"2025060522001186441404697884	","T150P2596777790251420489	",,
2025-06-05 12:10:44,文化休闲,淘票**光,dyz***@service.alibaba.com,《桃李劫》上海影城SHO电影票,支出,100.00,工商银行储蓄卡(6164),交易成功,"2025060522001186441404778093	","T150P2596298811043420489	",,
2025-06-05 12:04:58,文化休闲,淘票**光,dyz***@service.alibaba.com,《浮云 (4K)》久事&middot;上海商城剧院电影票,支出,200.00,工商银行储蓄卡(6164),交易成功,"2025060522001186441408817304	","T150P2596620360358420489	",,
2025-06-05 10:44:27,餐饮美食,美团,zxp***@meituan.com,美团订单-享道经济型,支出,26.04,工商银行储蓄卡(6164),交易成功,"2025060522001486441405060402	","20250605104421U56250545111383274	",,
2025-06-04 19:04:35,日用百货,w***2,186******17,【专业鉴定】兰芝隔离鉴定 兰芝隔离真假鉴定,支出,1.50,账户余额(个人余额),交易成功,"2025060422001186441458512700	","T200P2595621720193420489	",,
2025-06-03 07:18:17,日用百货,踏***6,lih***@163.com,26年11月】兰芝绿色隔离雪纱丝柔隔离霜修饰提亮防晒遮瑕保湿,支出,44.00,账户余额(个人余额),交易成功,"2025060322001186441449629131	","T200P2593169222867420489	",,
2025-06-01 13:16:05,退款,x***6,gkg***@163.com,退款-撤柜清仓正品鞋ECCO爱步女鞋2025春夏法式玛丽珍通勤高跟,不计收支,298.00,工商银行储蓄卡(6164),退款成功,"2025052522001186441403979792_2581444093735420489	","T200P2581444093735420489	",,
